Effective date, Entry price (per unit), Exit price (per unit)
04 Aug 2018, 1.537710, 1.537710
05 Aug 2018, 1.537710, 1.537710
06 Aug 2018, 1.540860, 1.540860
07 Aug 2018, 1.540430, 1.540430
08 Aug 2018, 1.541200, 1.541200
09 Aug 2018, 1.543810, 1.543810
10 Aug 2018, 1.541820, 1.541820
11 Aug 2018, 1.541820, 1.541820
12 Aug 2018, 1.541820, 1.541820
13 Aug 2018, 1.538060, 1.538060
14 Aug 2018, 1.543760, 1.543760
15 Aug 2018, 1.543330, 1.543330
16 Aug 2018, 1.543660, 1.543660
17 Aug 2018, 1.545470, 1.545470
18 Aug 2018, 1.545470, 1.545470
19 Aug 2018, 1.545470, 1.545470
20 Aug 2018, 1.547210, 1.547210
21 Aug 2018, 1.544530, 1.544530
22 Aug 2018, 1.544820, 1.544820
23 Aug 2018, 1.546570, 1.546570
24 Aug 2018, 1.546920, 1.546920
25 Aug 2018, 1.546920, 1.546920
26 Aug 2018, 1.546920, 1.546920
27 Aug 2018, 1.551480, 1.551480
28 Aug 2018, 1.553870, 1.553870
29 Aug 2018, 1.559690, 1.559690
30 Aug 2018, 1.557650, 1.557650
31 Aug 2018, 1.558090, 1.558090
01 Sep 2018, 1.558090, 1.558090
02 Sep 2018, 1.558090, 1.558090
03 Sep 2018, 1.557290, 1.557290
04 Sep 2018, 1.557230, 1.557230
05 Sep 2018, 1.550520, 1.550520
06 Sep 2018, 1.545580, 1.545580
07 Sep 2018, 1.547080, 1.547080
08 Sep 2018, 1.547080, 1.547080
09 Sep 2018, 1.547080, 1.547080
10 Sep 2018, 1.548680, 1.548680
11 Sep 2018, 1.552250, 1.552250
12 Sep 2018, 1.551120, 1.551120
13 Sep 2018, 1.549600, 1.549600
14 Sep 2018, 1.553360, 1.553360
15 Sep 2018, 1.553360, 1.553360
16 Sep 2018, 1.553360, 1.553360
17 Sep 2018, 1.552390, 1.552390
18 Sep 2018, 1.551410, 1.551410
19 Sep 2018, 1.552540, 1.552540
20 Sep 2018, 1.554320, 1.554320
21 Sep 2018, 1.556830, 1.556830
22 Sep 2018, 1.556830, 1.556830
23 Sep 2018, 1.556830, 1.556830
24 Sep 2018, 1.555530, 1.555530
25 Sep 2018, 1.556490, 1.556490
26 Sep 2018, 1.556760, 1.556760
27 Sep 2018, 1.558620, 1.558620
28 Sep 2018, 1.558670, 1.558670
29 Sep 2018, 1.558670, 1.558670
30 Sep 2018, 1.558670, 1.558670
01 Oct 2018, 1.558240, 1.558240
02 Oct 2018, 1.555270, 1.555270
03 Oct 2018, 1.558930, 1.558930
04 Oct 2018, 1.558410, 1.558410
05 Oct 2018, 1.557480, 1.557480
06 Oct 2018, 1.557480, 1.557480
07 Oct 2018, 1.557480, 1.557480
08 Oct 2018, 1.551340, 1.551340
09 Oct 2018, 1.546750, 1.546750
10 Oct 2018, 1.536900, 1.536900
11 Oct 2018, 1.518890, 1.518890
12 Oct 2018, 1.523630, 1.523630
13 Oct 2018, 1.523630, 1.523630
14 Oct 2018, 1.523630, 1.523630
15 Oct 2018, 1.517760, 1.517760
16 Oct 2018, 1.526980, 1.526980
17 Oct 2018, 1.531230, 1.531230
18 Oct 2018, 1.525820, 1.525820
19 Oct 2018, 1.524340, 1.524340
20 Oct 2018, 1.524340, 1.524340
21 Oct 2018, 1.524340, 1.524340
22 Oct 2018, 1.523510, 1.523510
23 Oct 2018, 1.516350, 1.516350
24 Oct 2018, 1.507420, 1.507420
25 Oct 2018, 1.501070, 1.501070
26 Oct 2018, 1.496470, 1.496470
27 Oct 2018, 1.496470, 1.496470
28 Oct 2018, 1.496470, 1.496470
29 Oct 2018, 1.499310, 1.499310
30 Oct 2018, 1.505660, 1.505660
31 Oct 2018, 1.514100, 1.514100
01 Nov 2018, 1.514800, 1.514800
02 Nov 2018, 1.516650, 1.516650
03 Nov 2018, 1.516650, 1.516650
04 Nov 2018, 1.516650, 1.516650
05 Nov 2018, 1.514510, 1.514510
06 Nov 2018, 1.518310, 1.518310
07 Nov 2018, 1.523200, 1.523200
08 Nov 2018, 1.525500, 1.525500
09 Nov 2018, 1.522170, 1.522170
10 Nov 2018, 1.522170, 1.522170
11 Nov 2018, 1.522170, 1.522170
12 Nov 2018, 1.520070, 1.520070
13 Nov 2018, 1.514700, 1.514700
14 Nov 2018, 1.506850, 1.506850
15 Nov 2018, 1.508310, 1.508310
16 Nov 2018, 1.507220, 1.507220
17 Nov 2018, 1.507220, 1.507220
18 Nov 2018, 1.507220, 1.507220
19 Nov 2018, 1.502180, 1.502180
20 Nov 2018, 1.496960, 1.496960
21 Nov 2018, 1.496540, 1.496540
22 Nov 2018, 1.499900, 1.499900
23 Nov 2018, 1.500460, 1.500460
24 Nov 2018, 1.500460, 1.500460
25 Nov 2018, 1.500460, 1.500460
26 Nov 2018, 1.502320, 1.502320
27 Nov 2018, 1.506670, 1.506670
28 Nov 2018, 1.512180, 1.512180
29 Nov 2018, 1.512220, 1.512220
30 Nov 2018, 1.508480, 1.508480
01 Dec 2018, 1.508480, 1.508480
02 Dec 2018, 1.508480, 1.508480
03 Dec 2018, 1.518120, 1.518120
04 Dec 2018, 1.506800, 1.506800
05 Dec 2018, 1.505270, 1.505270
06 Dec 2018, 1.501090, 1.501090
07 Dec 2018, 1.499720, 1.499720
08 Dec 2018, 1.499720, 1.499720
09 Dec 2018, 1.499720, 1.499720
10 Dec 2018, 1.490590, 1.490590
11 Dec 2018, 1.491250, 1.491250
12 Dec 2018, 1.498720, 1.498720
13 Dec 2018, 1.499870, 1.499870
14 Dec 2018, 1.492850, 1.492850
15 Dec 2018, 1.492850, 1.492850
16 Dec 2018, 1.492850, 1.492850
17 Dec 2018, 1.490370, 1.490370
18 Dec 2018, 1.485400, 1.485400
19 Dec 2018, 1.483630, 1.483630
20 Dec 2018, 1.477850, 1.477850
21 Dec 2018, 1.471370, 1.471370
22 Dec 2018, 1.471370, 1.471370
23 Dec 2018, 1.471370, 1.471370
24 Dec 2018, 1.471640, 1.471640
25 Dec 2018, 1.471640, 1.471640
26 Dec 2018, 1.471640, 1.471640
27 Dec 2018, 1.488510, 1.488510
28 Dec 2018, 1.494430, 1.494430
29 Dec 2018, 1.494430, 1.494430
30 Dec 2018, 1.494430, 1.494430
31 Dec 2018, 1.496620, 1.496620
01 Jan 2019, 1.496620, 1.496620
02 Jan 2019, 1.493150, 1.493150
03 Jan 2019, 1.492680, 1.492680
04 Jan 2019, 1.497060, 1.497060
05 Jan 2019, 1.497060, 1.497060
06 Jan 2019, 1.497060, 1.497060
07 Jan 2019, 1.503450, 1.503450
08 Jan 2019, 1.508640, 1.508640
09 Jan 2019, 1.514460, 1.514460
10 Jan 2019, 1.515940, 1.515940
11 Jan 2019, 1.514930, 1.514930
12 Jan 2019, 1.514930, 1.514930
13 Jan 2019, 1.514930, 1.514930
14 Jan 2019, 1.512420, 1.512420
15 Jan 2019, 1.518380, 1.518380
16 Jan 2019, 1.521840, 1.521840
17 Jan 2019, 1.525180, 1.525180
18 Jan 2019, 1.530700, 1.530700
19 Jan 2019, 1.530700, 1.530700
20 Jan 2019, 1.530700, 1.530700
21 Jan 2019, 1.532440, 1.532440
22 Jan 2019, 1.527710, 1.527710
23 Jan 2019, 1.527080, 1.527080
24 Jan 2019, 1.530990, 1.530990
25 Jan 2019, 1.535020, 1.535020
26 Jan 2019, 1.535020, 1.535020
27 Jan 2019, 1.535020, 1.535020
28 Jan 2019, 1.535020, 1.535020
29 Jan 2019, 1.531740, 1.531740
30 Jan 2019, 1.534370, 1.534370
31 Jan 2019, 1.533230, 1.533230
01 Feb 2019, 1.534740, 1.534740
02 Feb 2019, 1.534740, 1.534740
03 Feb 2019, 1.534740, 1.534740
04 Feb 2019, 1.539250, 1.539250
05 Feb 2019, 1.547460, 1.547460
06 Feb 2019, 1.552690, 1.552690
07 Feb 2019, 1.554240, 1.554240
08 Feb 2019, 1.552870, 1.552870
09 Feb 2019, 1.552870, 1.552870
10 Feb 2019, 1.552870, 1.552870
11 Feb 2019, 1.554330, 1.554330
12 Feb 2019, 1.558760, 1.558760
13 Feb 2019, 1.559620, 1.559620
14 Feb 2019, 1.559570, 1.559570
15 Feb 2019, 1.561530, 1.561530
16 Feb 2019, 1.561530, 1.561530
17 Feb 2019, 1.561530, 1.561530
18 Feb 2019, 1.563310, 1.563310
19 Feb 2019, 1.564690, 1.564690
20 Feb 2019, 1.565610, 1.565610
21 Feb 2019, 1.570250, 1.570250
22 Feb 2019, 1.572270, 1.572270
23 Feb 2019, 1.572270, 1.572270
24 Feb 2019, 1.572270, 1.572270
25 Feb 2019, 1.573610, 1.573610
26 Feb 2019, 1.570850, 1.570850
27 Feb 2019, 1.573940, 1.573940
28 Feb 2019, 1.574640, 1.574640
01 Mar 2019, 1.578470, 1.578470
02 Mar 2019, 1.578470, 1.578470
03 Mar 2019, 1.578470, 1.578470
04 Mar 2019, 1.579880, 1.579880
05 Mar 2019, 1.579490, 1.579490
06 Mar 2019, 1.582700, 1.582700
07 Mar 2019, 1.581760, 1.581760
08 Mar 2019, 1.575710, 1.575710
09 Mar 2019, 1.575710, 1.575710
10 Mar 2019, 1.575710, 1.575710
11 Mar 2019, 1.578360, 1.578360
12 Mar 2019, 1.579280, 1.579280
13 Mar 2019, 1.580560, 1.580560
14 Mar 2019, 1.583020, 1.583020
15 Mar 2019, 1.584130, 1.584130
16 Mar 2019, 1.584130, 1.584130
17 Mar 2019, 1.584130, 1.584130
18 Mar 2019, 1.586940, 1.586940
19 Mar 2019, 1.587500, 1.587500
20 Mar 2019, 1.585270, 1.585270
21 Mar 2019, 1.587400, 1.587400
22 Mar 2019, 1.583650, 1.583650
23 Mar 2019, 1.583650, 1.583650
24 Mar 2019, 1.583650, 1.583650
25 Mar 2019, 1.576690, 1.576690
26 Mar 2019, 1.578510, 1.578510
27 Mar 2019, 1.580980, 1.580980
28 Mar 2019, 1.584670, 1.584670
29 Mar 2019, 1.586710, 1.586710
30 Mar 2019, 1.586710, 1.586710
31 Mar 2019, 1.586710, 1.586710
01 Apr 2019, 1.592940, 1.592940
02 Apr 2019, 1.597510, 1.597510
03 Apr 2019, 1.600380, 1.600380
04 Apr 2019, 1.597860, 1.597860
05 Apr 2019, 1.597340, 1.597340
06 Apr 2019, 1.597340, 1.597340
07 Apr 2019, 1.597340, 1.597340
08 Apr 2019, 1.599810, 1.599810
09 Apr 2019, 1.598190, 1.598190
10 Apr 2019, 1.599620, 1.599620
11 Apr 2019, 1.597970, 1.597970
12 Apr 2019, 1.600970, 1.600970
13 Apr 2019, 1.600970, 1.600970
14 Apr 2019, 1.600970, 1.600970
15 Apr 2019, 1.601220, 1.601220
16 Apr 2019, 1.603740, 1.603740
17 Apr 2019, 1.602240, 1.602240
18 Apr 2019, 1.603540, 1.603540
19 Apr 2019, 1.603540, 1.603540
20 Apr 2019, 1.603540, 1.603540
21 Apr 2019, 1.603540, 1.603540
22 Apr 2019, 1.603540, 1.603540
23 Apr 2019, 1.612190, 1.612190
24 Apr 2019, 1.617240, 1.617240
25 Apr 2019, 1.617240, 1.617240
26 Apr 2019, 1.617850, 1.617850
27 Apr 2019, 1.617850, 1.617850
28 Apr 2019, 1.617850, 1.617850
29 Apr 2019, 1.616790, 1.616790
30 Apr 2019, 1.615840, 1.615840
01 May 2019, 1.617080, 1.617080
02 May 2019, 1.615560, 1.615560
03 May 2019, 1.618040, 1.618040
04 May 2019, 1.618040, 1.618040
05 May 2019, 1.618040, 1.618040
06 May 2019, 1.613750, 1.613750
07 May 2019, 1.608480, 1.608480
08 May 2019, 1.606090, 1.606090
09 May 2019, 1.604880, 1.604880
10 May 2019, 1.606460, 1.606460
11 May 2019, 1.606460, 1.606460
12 May 2019, 1.606460, 1.606460
13 May 2019, 1.600220, 1.600220
14 May 2019, 1.600560, 1.600560
15 May 2019, 1.606270, 1.606270
16 May 2019, 1.614470, 1.614470
17 May 2019, 1.615420, 1.615420
18 May 2019, 1.615420, 1.615420
19 May 2019, 1.615420, 1.615420
20 May 2019, 1.617130, 1.617130
21 May 2019, 1.622710, 1.622710
22 May 2019, 1.622630, 1.622630
23 May 2019, 1.615780, 1.615780
24 May 2019, 1.614000, 1.614000
25 May 2019, 1.614000, 1.614000
26 May 2019, 1.614000, 1.614000
27 May 2019, 1.614230, 1.614230
28 May 2019, 1.614390, 1.614390
29 May 2019, 1.608810, 1.608810
30 May 2019, 1.607780, 1.607780
31 May 2019, 1.604410, 1.604410
01 Jun 2019, 1.604410, 1.604410
02 Jun 2019, 1.604410, 1.604410
03 Jun 2019, 1.599000, 1.599000
04 Jun 2019, 1.603720, 1.603720
05 Jun 2019, 1.607360, 1.607360
06 Jun 2019, 1.609870, 1.609870
07 Jun 2019, 1.616450, 1.616450
08 Jun 2019, 1.616450, 1.616450
09 Jun 2019, 1.616450, 1.616450
10 Jun 2019, 1.621350, 1.621350
11 Jun 2019, 1.630160, 1.630160
12 Jun 2019, 1.630080, 1.630080
13 Jun 2019, 1.632310, 1.632310
14 Jun 2019, 1.633260, 1.633260
15 Jun 2019, 1.633260, 1.633260
16 Jun 2019, 1.633260, 1.633260
17 Jun 2019, 1.633150, 1.633150
18 Jun 2019, 1.639530, 1.639530
19 Jun 2019, 1.647130, 1.647130
20 Jun 2019, 1.651450, 1.651450
21 Jun 2019, 1.648770, 1.648770
22 Jun 2019, 1.648770, 1.648770
23 Jun 2019, 1.648770, 1.648770
24 Jun 2019, 1.646830, 1.646830
25 Jun 2019, 1.643230, 1.643230
26 Jun 2019, 1.642080, 1.642080
27 Jun 2019, 1.651900, 1.651900
28 Jun 2019, 1.652690, 1.652690
29 Jun 2019, 1.652690, 1.652690
30 Jun 2019, 1.652690, 1.652690
01 Jul 2019, 1.660410, 1.660410
02 Jul 2019, 1.660630, 1.660630
03 Jul 2019, 1.663650, 1.663650
04 Jul 2019, 1.666720, 1.666720
05 Jul 2019, 1.668920, 1.668920
06 Jul 2019, 1.668920, 1.668920
07 Jul 2019, 1.668920, 1.668920
08 Jul 2019, 1.662190, 1.662190
09 Jul 2019, 1.663350, 1.663350
10 Jul 2019, 1.664420, 1.664420
11 Jul 2019, 1.665990, 1.665990
12 Jul 2019, 1.663500, 1.663500
13 Jul 2019, 1.663500, 1.663500
14 Jul 2019, 1.663500, 1.663500
15 Jul 2019, 1.660850, 1.660850
16 Jul 2019, 1.659690, 1.659690
17 Jul 2019, 1.660690, 1.660690
18 Jul 2019, 1.657240, 1.657240
19 Jul 2019, 1.659800, 1.659800
20 Jul 2019, 1.659800, 1.659800
21 Jul 2019, 1.659800, 1.659800
22 Jul 2019, 1.659850, 1.659850
23 Jul 2019, 1.666190, 1.666190
24 Jul 2019, 1.672060, 1.672060
25 Jul 2019, 1.673690, 1.673690
26 Jul 2019, 1.676100, 1.676100
27 Jul 2019, 1.676100, 1.676100
28 Jul 2019, 1.676100, 1.676100
29 Jul 2019, 1.677640, 1.677640
30 Jul 2019, 1.678170, 1.678170
31 Jul 2019, 1.673390, 1.673390
01 Aug 2019, 1.671050, 1.671050
02 Aug 2019, 1.666090, 1.666090
03 Aug 2019, 1.666090, 1.666090
04 Aug 2019, 1.666090, 1.666090
05 Aug 2019, 1.648760, 1.648760
06 Aug 2019, 1.642030, 1.642030
07 Aug 2019, 1.645880, 1.645880
08 Aug 2019, 1.654490, 1.654490
09 Aug 2019, 1.652920, 1.652920
10 Aug 2019, 1.652920, 1.652920
11 Aug 2019, 1.652920, 1.652920
12 Aug 2019, 1.651620, 1.651620
13 Aug 2019, 1.651430, 1.651430
14 Aug 2019, 1.647780, 1.647780
15 Aug 2019, 1.635830, 1.635830
16 Aug 2019, 1.641760, 1.641760
17 Aug 2019, 1.641760, 1.641760
18 Aug 2019, 1.641760, 1.641760
19 Aug 2019, 1.649840, 1.649840
20 Aug 2019, 1.651950, 1.651950
21 Aug 2019, 1.651570, 1.651570
22 Aug 2019, 1.652890, 1.652890
23 Aug 2019, 1.647630, 1.647630
24 Aug 2019, 1.647630, 1.647630
25 Aug 2019, 1.647630, 1.647630
26 Aug 2019, 1.643320, 1.643320
27 Aug 2019, 1.646500, 1.646500
28 Aug 2019, 1.651260, 1.651260
29 Aug 2019, 1.656670, 1.656670
30 Aug 2019, 1.664780, 1.664780
31 Aug 2019, 1.664780, 1.664780
01 Sep 2019, 1.664780, 1.664780
02 Sep 2019, 1.664150, 1.664150
03 Sep 2019, 1.660260, 1.660260
04 Sep 2019, 1.662620, 1.662620
05 Sep 2019, 1.671550, 1.671550
06 Sep 2019, 1.672260, 1.672260
07 Sep 2019, 1.672260, 1.672260
08 Sep 2019, 1.672260, 1.672260
09 Sep 2019, 1.672530, 1.672530
10 Sep 2019, 1.671630, 1.671630
11 Sep 2019, 1.676840, 1.676840
12 Sep 2019, 1.678320, 1.678320
13 Sep 2019, 1.679460, 1.679460
14 Sep 2019, 1.679460, 1.679460
15 Sep 2019, 1.679460, 1.679460
16 Sep 2019, 1.679720, 1.679720
17 Sep 2019, 1.681780, 1.681780
18 Sep 2019, 1.681950, 1.681950
19 Sep 2019, 1.687150, 1.687150
20 Sep 2019, 1.689180, 1.689180
21 Sep 2019, 1.689180, 1.689180
22 Sep 2019, 1.689180, 1.689180
23 Sep 2019, 1.689290, 1.689290
24 Sep 2019, 1.686310, 1.686310
25 Sep 2019, 1.685680, 1.685680
26 Sep 2019, 1.684500, 1.684500
27 Sep 2019, 1.684520, 1.684520
28 Sep 2019, 1.684520, 1.684520
29 Sep 2019, 1.684520, 1.684520
30 Sep 2019, 1.685720, 1.685720
01 Oct 2019, 1.687580, 1.687580
02 Oct 2019, 1.674580, 1.674580
03 Oct 2019, 1.666050, 1.666050
04 Oct 2019, 1.670830, 1.670830
05 Oct 2019, 1.670830, 1.670830
06 Oct 2019, 1.670830, 1.670830
07 Oct 2019, 1.674530, 1.674530
08 Oct 2019, 1.672310, 1.672310
09 Oct 2019, 1.672510, 1.672510
10 Oct 2019, 1.673660, 1.673660
11 Oct 2019, 1.681310, 1.681310
12 Oct 2019, 1.681310, 1.681310
13 Oct 2019, 1.681310, 1.681310
14 Oct 2019, 1.684500, 1.684500
15 Oct 2019, 1.688930, 1.688930
16 Oct 2019, 1.694450, 1.694450
17 Oct 2019, 1.688660, 1.688660
18 Oct 2019, 1.684060, 1.684060
19 Oct 2019, 1.684060, 1.684060
20 Oct 2019, 1.684060, 1.684060
21 Oct 2019, 1.686100, 1.686100
22 Oct 2019, 1.687100, 1.687100
23 Oct 2019, 1.688710, 1.688710
24 Oct 2019, 1.692850, 1.692850
25 Oct 2019, 1.696260, 1.696260
26 Oct 2019, 1.696260, 1.696260
27 Oct 2019, 1.696260, 1.696260
28 Oct 2019, 1.698510, 1.698510
29 Oct 2019, 1.697550, 1.697550
30 Oct 2019, 1.694270, 1.694270
31 Oct 2019, 1.691030, 1.691030
01 Nov 2019, 1.694280, 1.694280
02 Nov 2019, 1.694280, 1.694280
03 Nov 2019, 1.694280, 1.694280
04 Nov 2019, 1.699270, 1.699270
05 Nov 2019, 1.700900, 1.700900
06 Nov 2019, 1.698880, 1.698880
07 Nov 2019, 1.704430, 1.704430
08 Nov 2019, 1.705150, 1.705150
09 Nov 2019, 1.705150, 1.705150
10 Nov 2019, 1.705150, 1.705150
11 Nov 2019, 1.707800, 1.707800
12 Nov 2019, 1.708900, 1.708900
13 Nov 2019, 1.704830, 1.704830
14 Nov 2019, 1.710080, 1.710080
15 Nov 2019, 1.715080, 1.715080
16 Nov 2019, 1.715080, 1.715080
17 Nov 2019, 1.715080, 1.715080
18 Nov 2019, 1.714400, 1.714400
19 Nov 2019, 1.717120, 1.717120
20 Nov 2019, 1.711660, 1.711660
21 Nov 2019, 1.707770, 1.707770
22 Nov 2019, 1.711710, 1.711710
23 Nov 2019, 1.711710, 1.711710
24 Nov 2019, 1.711710, 1.711710
25 Nov 2019, 1.717010, 1.717010
26 Nov 2019, 1.720050, 1.720050
27 Nov 2019, 1.725840, 1.725840
28 Nov 2019, 1.727600, 1.727600
29 Nov 2019, 1.724580, 1.724580
30 Nov 2019, 1.724580, 1.724580
01 Dec 2019, 1.724580, 1.724580
02 Dec 2019, 1.719710, 1.719710
03 Dec 2019, 1.707180, 1.707180
04 Dec 2019, 1.703140, 1.703140
05 Dec 2019, 1.710070, 1.710070
06 Dec 2019, 1.714680, 1.714680
07 Dec 2019, 1.714680, 1.714680
08 Dec 2019, 1.714680, 1.714680
09 Dec 2019, 1.715660, 1.715660
10 Dec 2019, 1.714970, 1.714970
11 Dec 2019, 1.716750, 1.716750
12 Dec 2019, 1.715980, 1.715980
13 Dec 2019, 1.722020, 1.722020
14 Dec 2019, 1.722020, 1.722020
15 Dec 2019, 1.722020, 1.722020
16 Dec 2019, 1.730770, 1.730770
17 Dec 2019, 1.733210, 1.733210
18 Dec 2019, 1.733090, 1.733090
19 Dec 2019, 1.732750, 1.732750
20 Dec 2019, 1.733230, 1.733230
21 Dec 2019, 1.733230, 1.733230
22 Dec 2019, 1.733230, 1.733230
23 Dec 2019, 1.733570, 1.733570
24 Dec 2019, 1.735910, 1.735910
25 Dec 2019, 1.735910, 1.735910
26 Dec 2019, 1.735910, 1.735910
27 Dec 2019, 1.737440, 1.737440
28 Dec 2019, 1.737440, 1.737440
29 Dec 2019, 1.737440, 1.737440
30 Dec 2019, 1.734830, 1.734830
31 Dec 2019, 1.726360, 1.726360
01 Jan 2020, 1.726360, 1.726360
02 Jan 2020, 1.732130, 1.732130
03 Jan 2020, 1.735330, 1.735330
04 Jan 2020, 1.735330, 1.735330
05 Jan 2020, 1.735330, 1.735330
06 Jan 2020, 1.735520, 1.735520
07 Jan 2020, 1.744520, 1.744520
08 Jan 2020, 1.744580, 1.744580
09 Jan 2020, 1.751300, 1.751300
10 Jan 2020, 1.752070, 1.752070
11 Jan 2020, 1.752070, 1.752070
12 Jan 2020, 1.752070, 1.752070
13 Jan 2020, 1.752180, 1.752180
14 Jan 2020, 1.755820, 1.755820
15 Jan 2020, 1.757600, 1.757600
16 Jan 2020, 1.762520, 1.762520
17 Jan 2020, 1.767240, 1.767240
18 Jan 2020, 1.767240, 1.767240
19 Jan 2020, 1.767240, 1.767240
20 Jan 2020, 1.768530, 1.768530
21 Jan 2020, 1.765740, 1.765740
22 Jan 2020, 1.771310, 1.771310
23 Jan 2020, 1.766050, 1.766050
24 Jan 2020, 1.765800, 1.765800
25 Jan 2020, 1.765800, 1.765800
26 Jan 2020, 1.765800, 1.765800
27 Jan 2020, 1.765800, 1.765800
28 Jan 2020, 1.759240, 1.759240
29 Jan 2020, 1.761660, 1.761660
30 Jan 2020, 1.759480, 1.759480
31 Jan 2020, 1.755800, 1.755800
01 Feb 2020, 1.755800, 1.755800
02 Feb 2020, 1.755800, 1.755800
03 Feb 2020, 1.752120, 1.752120
04 Feb 2020, 1.759160, 1.759160
05 Feb 2020, 1.763630, 1.763630
06 Feb 2020, 1.770580, 1.770580
07 Feb 2020, 1.768740, 1.768740
08 Feb 2020, 1.768740, 1.768740
09 Feb 2020, 1.768740, 1.768740
10 Feb 2020, 1.769350, 1.769350
11 Feb 2020, 1.772780, 1.772780
12 Feb 2020, 1.776480, 1.776480
13 Feb 2020, 1.777560, 1.777560
14 Feb 2020, 1.779610, 1.779610
15 Feb 2020, 1.779610, 1.779610
16 Feb 2020, 1.779610, 1.779610
17 Feb 2020, 1.779770, 1.779770
18 Feb 2020, 1.777920, 1.777920
19 Feb 2020, 1.784760, 1.784760
20 Feb 2020, 1.786950, 1.786950
21 Feb 2020, 1.781740, 1.781740
22 Feb 2020, 1.781740, 1.781740
23 Feb 2020, 1.781740, 1.781740
24 Feb 2020, 1.759400, 1.759400
25 Feb 2020, 1.743560, 1.743560
26 Feb 2020, 1.734280, 1.734280
27 Feb 2020, 1.714820, 1.714820
28 Feb 2020, 1.699400, 1.699400
29 Feb 2020, 1.699400, 1.699400
01 Mar 2020, 1.699400, 1.699400
02 Mar 2020, 1.704250, 1.704250
03 Mar 2020, 1.697950, 1.697950
04 Mar 2020, 1.700740, 1.700740
05 Mar 2020, 1.698660, 1.698660
06 Mar 2020, 1.675980, 1.675980
07 Mar 2020, 1.675980, 1.675980
08 Mar 2020, 1.675980, 1.675980
09 Mar 2020, 1.616460, 1.616460
10 Mar 2020, 1.643740, 1.643740
11 Mar 2020, 1.615390, 1.615390
12 Mar 2020, 1.558520, 1.558520
13 Mar 2020, 1.594110, 1.594110
14 Mar 2020, 1.594110, 1.594110
15 Mar 2020, 1.594110, 1.594110
16 Mar 2020, 1.525170, 1.525170
17 Mar 2020, 1.559750, 1.559750
18 Mar 2020, 1.520040, 1.520040
19 Mar 2020, 1.508170, 1.508170
20 Mar 2020, 1.510720, 1.510720
21 Mar 2020, 1.510720, 1.510720
22 Mar 2020, 1.510720, 1.510720
23 Mar 2020, 1.481510, 1.481510
24 Mar 2020, 1.492580, 1.492580
25 Mar 2020, 1.517260, 1.517260
26 Mar 2020, 1.535240, 1.535240
27 Mar 2020, 1.503100, 1.503100
28 Mar 2020, 1.503100, 1.503100
29 Mar 2020, 1.503100, 1.503100
30 Mar 2020, 1.529250, 1.529250
31 Mar 2020, 1.525380, 1.525380
01 Apr 2020, 1.522640, 1.522640
02 Apr 2020, 1.523270, 1.523270
03 Apr 2020, 1.513210, 1.513210
04 Apr 2020, 1.513210, 1.513210
05 Apr 2020, 1.513210, 1.513210